Speaker,Text,Tag
SPEAKER_00,It's appeared to be somebody being filmed doing a demonstration of making a salad.,STATEMENT
SPEAKER_01,I saw a person filming themselves cutting up some vegetables.,STATEMENT
SPEAKER_01,"I could see he had a camera on his head filming the actual vegetables, but then the camera is actually filming him as well doing that.",STATEMENT
SPEAKER_00,"Okay yeah, So I could see a few of the two other people in the room and one person was really bored and looked like they were talking over what was going on.",STATEMENT
SPEAKER_01,Ooo,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,And the person who set up the camera seemed to be interested at first and then sat down and they appeared to have a conversation between the two of them and not really being concerned.,STATEMENT
SPEAKER_00,Also the person making the salad was so slow.,STATEMENT
SPEAKER_01,Hahaha yeah,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,The way he was chopping.,STATEMENT
SPEAKER_00,He obviously had brilliant knife skills.,STATEMENT
SPEAKER_01,Oh yeah,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"When you saw the things were coming off, they were fantastic.",STATEMENT
SPEAKER_00,But the pace.,STATEMENT
SPEAKER_01,"Yeah, my own perspective, it was just him for most of the video.",OPINION
SPEAKER_00,Mhmm,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,I just saw like the side of both of them going on the side of the video.,STATEMENT
SPEAKER_01,So I don't even know their faces or anything.,STATEMENT
SPEAKER_01,"And yeah, it was just him for the most part.",STATEMENT
SPEAKER_00,"Yeah, so there was an armchair that one of the people, actually it was a couple of armchairs, and they just sat down like this in a way.",STATEMENT
SPEAKER_00,"So if you were the person doing the thing, it was like, not periodically, it looked like he was saying things.",DECLARATIVE YES-NO-QUESTION
SPEAKER_00,"Obviously you couldn't hear what he was saying, but it looked like he was talking.",STATEMENT
SPEAKER_01,"Okay, to the other person?",OPEN-QUESTION
SPEAKER_00,"Yes, to the person who was operating the camera, who'd also sat down and was not paying attention.",YES ANSWERS
SPEAKER_00,So it was very strange.,STATEMENT
SPEAKER_01,okay so talking to okay so they're like the camera crew ,BACKCHANNEL-QUESTION
SPEAKER_00,Yes,YES ANSWERS
SPEAKER_01,the other people that you're talking about okay okay ,BACKCHANNEL-QUESTION
SPEAKER_00,yeah so the person doing the demonstration they were,STATEMENT
SPEAKER_01,uhuh,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,concentrating and doing what they're doing but these other two people in the room was as if they take record and they're not cared so there was a,STATEMENT
SPEAKER_01,ohhh okay...,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"It seems like you had a more interesting perspective, because besides the actual chef, it was just like the pots and the oven and stuff.",STATEMENT
SPEAKER_01,There wasn't really much activity outside of... ,STATEMENT
SPEAKER_00,"It was a little, but what was most interesting was what was outside the window. There was a window in the top left corner, and I kept on trying to work out where it was.",STATEMENT
SPEAKER_00,We were obviously up high in an apartment.,STATEMENT
